HTNO,subject_code,subject_name,internal,external,total,grade,credits
22Q91A6648,18319,INTRODUCTION TO DATA STRUCTURES LAB,33,50,83,A+,1
22Q91A6648,18325,NODE JS REACT JS DJANGO,35,52,87,A+,1
22Q91A6648,18327,OPERATING SYSTEMS LAB,33,53,86,A+,1
22Q91A6648,18332,SOFTWARE ENGINEERING LAB,39,60,99,O,1
22Q91A6648,18338,CONSTITUTION OF INDIA,59,0,59,B,0
22Q91A6648,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,37,25,62,B+,3
22Q91A6648,183AM,DATA STRUCTURES,36,36,72,A,3
22Q91A6648,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,39,25,64,B+,4
22Q91A6648,183BV,OPERATING SYSTEMS,34,37,71,A,3
22Q91A6648,183CD,SOFTWARE ENGINEERING,37,22,59,B,3
22Q91A6649,183CD,SOFTWARE ENGINEERING,36,32,68,B+,3
22Q91A6649,183BV,OPERATING SYSTEMS,33,32,65,B+,3
22Q91A6649,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,38,29,67,B+,4
22Q91A6649,183AM,DATA STRUCTURES,36,16,52,F,0
22Q91A6649,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,38,29,67,B+,3
22Q91A6649,18338,CONSTITUTION OF INDIA,52,0,52,B,0
22Q91A6649,18332,SOFTWARE ENGINEERING LAB,38,59,97,O,1
22Q91A6649,18327,OPERATING SYSTEMS LAB,30,42,72,A,1
22Q91A6649,18325,NODE JS REACT JS DJANGO,33,55,88,A+,1
22Q91A6649,18319,INTRODUCTION TO DATA STRUCTURES LAB,32,51,83,A+,1
22Q91A6650,18319,INTRODUCTION TO DATA STRUCTURES LAB,33,52,85,A+,1
22Q91A6650,18325,NODE JS REACT JS DJANGO,37,58,95,O,1
22Q91A6650,18327,OPERATING SYSTEMS LAB,37,52,89,A+,1
22Q91A6650,18332,SOFTWARE ENGINEERING LAB,35,56,91,O,1
22Q91A6650,18338,CONSTITUTION OF INDIA,63,0,63,B+,0
22Q91A6650,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,37,25,62,B+,3
22Q91A6650,183AM,DATA STRUCTURES,38,21,59,B,3
22Q91A6650,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,39,23,62,B+,4
22Q91A6650,183BV,OPERATING SYSTEMS,35,30,65,B+,3
22Q91A6650,183CD,SOFTWARE ENGINEERING,38,31,69,B+,3
22Q91A6652,18338,CONSTITUTION OF INDIA,-1,0,-1,Ab,0
22Q91A6653,18319,INTRODUCTION TO DATA STRUCTURES LAB,31,48,79,A,1
22Q91A6653,18325,NODE JS REACT JS DJANGO,27,31,58,B,1
22Q91A6653,18327,OPERATING SYSTEMS LAB,35,48,83,A+,1
22Q91A6653,18332,SOFTWARE ENGINEERING LAB,31,44,75,A,1
22Q91A6653,18338,CONSTITUTION OF INDIA,40,0,40,C,0
22Q91A6653,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,30,6,36,F,0
22Q91A6653,183AM,DATA STRUCTURES,28,14,42,F,0
22Q91A6653,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,35,21,56,B,4
22Q91A6653,183BV,OPERATING SYSTEMS,29,21,50,B,3
22Q91A6653,183CD,SOFTWARE ENGINEERING,28,25,53,B,3
22Q91A6654,18319,INTRODUCTION TO DATA STRUCTURES LAB,32,48,80,A+,1
22Q91A6654,18325,NODE JS REACT JS DJANGO,38,50,88,A+,1
22Q91A6654,18327,OPERATING SYSTEMS LAB,31,51,82,A+,1
22Q91A6654,18332,SOFTWARE ENGINEERING LAB,29,52,81,A+,1
22Q91A6654,18338,CONSTITUTION OF INDIA,53,0,53,B,0
22Q91A6654,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,35,29,64,B+,3
22Q91A6654,183AM,DATA STRUCTURES,33,38,71,A,3
22Q91A6654,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,38,28,66,B+,4
22Q91A6654,183BV,OPERATING SYSTEMS,31,37,68,B+,3
22Q91A6654,183CD,SOFTWARE ENGINEERING,36,21,57,B,3
22Q91A6655,183CD,SOFTWARE ENGINEERING,27,6,33,F,0
22Q91A6655,183BV,OPERATING SYSTEMS,27,8,35,F,0
22Q91A6655,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,34,0,34,F,0
22Q91A6655,183AM,DATA STRUCTURES,24,3,27,F,0
22Q91A6655,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,25,7,32,F,0
22Q91A6655,18338,CONSTITUTION OF INDIA,40,0,40,C,0
22Q91A6655,18332,SOFTWARE ENGINEERING LAB,29,41,70,A,1
22Q91A6655,18327,OPERATING SYSTEMS LAB,30,48,78,A,1
22Q91A6655,18325,NODE JS REACT JS DJANGO,32,36,68,B+,1
22Q91A6655,18319,INTRODUCTION TO DATA STRUCTURES LAB,33,47,80,A+,1
22Q91A6656,18319,INTRODUCTION TO DATA STRUCTURES LAB,14,39,53,B,1
22Q91A6656,18325,NODE JS REACT JS DJANGO,14,35,49,C,1
22Q91A6656,18327,OPERATING SYSTEMS LAB,14,45,59,B,1
22Q91A6656,18332,SOFTWARE ENGINEERING LAB,14,40,54,B,1
22Q91A6656,18338,CONSTITUTION OF INDIA,-1,0,-1,Ab,0
22Q91A6657,18319,INTRODUCTION TO DATA STRUCTURES LAB,33,48,81,A+,1
22Q91A6657,18325,NODE JS REACT JS DJANGO,29,40,69,B+,1
22Q91A6657,18327,OPERATING SYSTEMS LAB,29,45,74,A,1
22Q91A6657,18332,SOFTWARE ENGINEERING LAB,28,44,72,A,1
22Q91A6657,18338,CONSTITUTION OF INDIA,40,0,40,C,0
22Q91A6657,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,28,10,38,F,0
22Q91A6657,183AM,DATA STRUCTURES,23,8,31,F,0
22Q91A6657,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,26,7,33,F,0
22Q91A6657,183BV,OPERATING SYSTEMS,24,15,39,F,0
22Q91A6657,183CD,SOFTWARE ENGINEERING,26,10,36,F,0
22Q91A6658,183CD,SOFTWARE ENGINEERING,40,22,62,B+,3
22Q91A6658,183BV,OPERATING SYSTEMS,36,41,77,A,3
22Q91A6658,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,39,25,64,B+,4
22Q91A6658,183AM,DATA STRUCTURES,38,29,67,B+,3
22Q91A6658,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,35,28,63,B+,3
22Q91A6658,18338,CONSTITUTION OF INDIA,65,0,65,B+,0
22Q91A6658,18332,SOFTWARE ENGINEERING LAB,38,59,97,O,1
22Q91A6658,18327,OPERATING SYSTEMS LAB,39,54,93,O,1
22Q91A6658,18325,NODE JS REACT JS DJANGO,38,58,96,O,1
22Q91A6658,18319,INTRODUCTION TO DATA STRUCTURES LAB,34,51,85,A+,1
22Q91A6659,18319,INTRODUCTION TO DATA STRUCTURES LAB,35,49,84,A+,1
22Q91A6659,18325,NODE JS REACT JS DJANGO,32,31,63,B+,1
22Q91A6659,18327,OPERATING SYSTEMS LAB,31,43,74,A,1
22Q91A6659,18332,SOFTWARE ENGINEERING LAB,29,50,79,A,1
22Q91A6659,18338,CONSTITUTION OF INDIA,40,0,40,C,0
22Q91A6659,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,32,14,46,F,0
22Q91A6659,183AM,DATA STRUCTURES,32,12,44,F,0
22Q91A6659,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,31,6,37,F,0
22Q91A6659,183BV,OPERATING SYSTEMS,22,-1,22,Ab,0
22Q91A6659,183CD,SOFTWARE ENGINEERING,26,3,29,F,0
22Q91A6660,18319,INTRODUCTION TO DATA STRUCTURES LAB,36,50,86,A+,1
22Q91A6660,18325,NODE JS REACT JS DJANGO,36,57,93,O,1
22Q91A6660,18327,OPERATING SYSTEMS LAB,29,51,80,A+,1
22Q91A6660,18332,SOFTWARE ENGINEERING LAB,32,51,83,A+,1
22Q91A6660,18338,CONSTITUTION OF INDIA,54,0,54,B,0
22Q91A6660,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,34,31,65,B+,3
22Q91A6660,183AM,DATA STRUCTURES,33,32,65,B+,3
22Q91A6660,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,37,25,62,B+,4
22Q91A6660,183BV,OPERATING SYSTEMS,33,24,57,B,3
22Q91A6660,183CD,SOFTWARE ENGINEERING,31,21,52,B,3
22Q91A6661,183CD,SOFTWARE ENGINEERING,25,4,29,F,0
22Q91A6661,183BV,OPERATING SYSTEMS,27,14,41,F,0
22Q91A6661,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,25,6,31,F,0
22Q91A6661,183AM,DATA STRUCTURES,31,6,37,F,0
22Q91A6661,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,30,6,36,F,0
22Q91A6661,18338,CONSTITUTION OF INDIA,44,0,44,C,0
22Q91A6661,18332,SOFTWARE ENGINEERING LAB,29,46,75,A,1
22Q91A6661,18327,OPERATING SYSTEMS LAB,32,39,71,A,1
22Q91A6661,18325,NODE JS REACT JS DJANGO,34,50,84,A+,1
22Q91A6661,18319,INTRODUCTION TO DATA STRUCTURES LAB,31,47,78,A,1
22Q91A6662,18319,INTRODUCTION TO DATA STRUCTURES LAB,32,50,82,A+,1
22Q91A6662,18325,NODE JS REACT JS DJANGO,38,47,85,A+,1
22Q91A6662,18327,OPERATING SYSTEMS LAB,30,57,87,A+,1
22Q91A6662,18332,SOFTWARE ENGINEERING LAB,38,58,96,O,1
22Q91A6662,18338,CONSTITUTION OF INDIA,45,0,45,C,0
22Q91A6662,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,28,21,49,C,3
22Q91A6662,183AM,DATA STRUCTURES,36,31,67,B+,3
22Q91A6662,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,33,23,56,B,4
22Q91A6662,183BV,OPERATING SYSTEMS,33,25,58,B,3
22Q91A6662,183CD,SOFTWARE ENGINEERING,35,21,56,B,3
22Q91A6663,18319,INTRODUCTION TO DATA STRUCTURES LAB,33,50,83,A+,1
22Q91A6663,18325,NODE JS REACT JS DJANGO,37,53,90,O,1
22Q91A6663,18327,OPERATING SYSTEMS LAB,34,58,92,O,1
22Q91A6663,18332,SOFTWARE ENGINEERING LAB,35,52,87,A+,1
22Q91A6663,18338,CONSTITUTION OF INDIA,46,0,46,C,0
22Q91A6663,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,27,21,48,C,3
22Q91A6663,183AM,DATA STRUCTURES,29,12,41,F,0
22Q91A6663,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,27,21,48,C,4
22Q91A6663,183BV,OPERATING SYSTEMS,25,27,52,B,3
22Q91A6663,183CD,SOFTWARE ENGINEERING,26,18,44,F,0
22Q91A6664,18319,INTRODUCTION TO DATA STRUCTURES LAB,30,48,78,A,1
22Q91A6664,18325,NODE JS REACT JS DJANGO,32,44,76,A,1
22Q91A6664,18327,OPERATING SYSTEMS LAB,30,44,74,A,1
22Q91A6664,18332,SOFTWARE ENGINEERING LAB,31,46,77,A,1
22Q91A6664,18338,CONSTITUTION OF INDIA,56,0,56,B,0
22Q91A6664,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,26,27,53,B,3
22Q91A6664,183AM,DATA STRUCTURES,30,21,51,B,3
22Q91A6664,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,24,21,45,C,4
22Q91A6664,183BV,OPERATING SYSTEMS,23,14,37,F,0
22Q91A6664,183CD,SOFTWARE ENGINEERING,29,26,55,B,3
22Q91A6665,18319,INTRODUCTION TO DATA STRUCTURES LAB,31,44,75,A,1
22Q91A6665,18325,NODE JS REACT JS DJANGO,35,52,87,A+,1
22Q91A6665,18327,OPERATING SYSTEMS LAB,39,58,97,O,1
22Q91A6665,18332,SOFTWARE ENGINEERING LAB,38,60,98,O,1
22Q91A6665,18338,CONSTITUTION OF INDIA,64,0,64,B+,0
22Q91A6665,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,37,25,62,B+,3
22Q91A6665,183AM,DATA STRUCTURES,38,38,76,A,3
22Q91A6665,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,40,39,79,A,4
22Q91A6665,183BV,OPERATING SYSTEMS,40,39,79,A,3
22Q91A6665,183CD,SOFTWARE ENGINEERING,39,25,64,B+,3
22Q91A6666,18319,INTRODUCTION TO DATA STRUCTURES LAB,32,46,78,A,1
22Q91A6666,18325,NODE JS REACT JS DJANGO,34,41,75,A,1
22Q91A6666,18327,OPERATING SYSTEMS LAB,34,51,85,A+,1
22Q91A6666,18332,SOFTWARE ENGINEERING LAB,34,53,87,A+,1
22Q91A6666,18338,CONSTITUTION OF INDIA,42,0,42,C,0
22Q91A6666,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,33,32,65,B+,3
22Q91A6666,183AM,DATA STRUCTURES,29,16,45,F,0
22Q91A6666,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,34,28,62,B+,4
22Q91A6666,183BV,OPERATING SYSTEMS,35,17,52,F,0
22Q91A6666,183CD,SOFTWARE ENGINEERING,33,34,67,B+,3
22Q91A6667,183CD,SOFTWARE ENGINEERING,-,-,-,-,0
22Q91A6667,183BV,OPERATING SYSTEMS,26,0,26,F,0
22Q91A6667,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,29,5,34,F,0
22Q91A6667,183AM,DATA STRUCTURES,25,5,30,F,0
22Q91A6667,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,27,21,48,C,3
22Q91A6667,18338,CONSTITUTION OF INDIA,59,0,59,B,0
22Q91A6667,18332,SOFTWARE ENGINEERING LAB,29,39,68,B+,1
22Q91A6667,18327,OPERATING SYSTEMS LAB,27,41,68,B+,1
22Q91A6667,18325,NODE JS REACT JS DJANGO,32,44,76,A,1
22Q91A6667,18319,INTRODUCTION TO DATA STRUCTURES LAB,29,41,70,A,1
22Q91A6668,18319,INTRODUCTION TO DATA STRUCTURES LAB,34,44,78,A,1
22Q91A6668,18325,NODE JS REACT JS DJANGO,30,50,80,A+,1
22Q91A6668,18327,OPERATING SYSTEMS LAB,30,45,75,A,1
22Q91A6668,18332,SOFTWARE ENGINEERING LAB,31,46,77,A,1
22Q91A6668,18338,CONSTITUTION OF INDIA,57,0,57,B,0
22Q91A6668,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,28,23,51,B,3
22Q91A6668,183AM,DATA STRUCTURES,32,13,45,F,0
22Q91A6668,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,36,21,57,B,4
22Q91A6668,183BV,OPERATING SYSTEMS,26,25,51,B,3
22Q91A6668,183CD,SOFTWARE ENGINEERING,31,8,39,F,0
22Q91A6669,18319,INTRODUCTION TO DATA STRUCTURES LAB,32,37,69,B+,1
22Q91A6669,18325,NODE JS REACT JS DJANGO,37,51,88,A+,1
22Q91A6669,18327,OPERATING SYSTEMS LAB,31,48,79,A,1
22Q91A6669,18332,SOFTWARE ENGINEERING LAB,35,56,91,O,1
22Q91A6669,18338,CONSTITUTION OF INDIA,66,0,66,B+,0
22Q91A6669,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,37,25,62,B+,3
22Q91A6669,183AM,DATA STRUCTURES,37,24,61,B+,3
22Q91A6669,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,39,32,71,A,4
22Q91A6669,183BV,OPERATING SYSTEMS,38,34,72,A,3
22Q91A6669,183CD,SOFTWARE ENGINEERING,39,34,73,A,3
22Q91A6670,183CD,SOFTWARE ENGINEERING,37,22,59,B,3
22Q91A6670,183BV,OPERATING SYSTEMS,38,41,79,A,3
22Q91A6670,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,40,34,74,A,4
22Q91A6670,183AM,DATA STRUCTURES,38,38,76,A,3
22Q91A6670,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,39,37,76,A,3
22Q91A6670,18338,CONSTITUTION OF INDIA,65,0,65,B+,0
22Q91A6670,18332,SOFTWARE ENGINEERING LAB,38,60,98,O,1
22Q91A6670,18327,OPERATING SYSTEMS LAB,34,54,88,A+,1
22Q91A6670,18325,NODE JS REACT JS DJANGO,37,55,92,O,1
22Q91A6670,18319,INTRODUCTION TO DATA STRUCTURES LAB,34,38,72,A,1
22Q91A6672,18319,INTRODUCTION TO DATA STRUCTURES LAB,32,38,70,A,1
22Q91A6672,18325,NODE JS REACT JS DJANGO,34,60,94,O,1
22Q91A6672,18327,OPERATING SYSTEMS LAB,33,54,87,A+,1
22Q91A6672,18332,SOFTWARE ENGINEERING LAB,36,59,95,O,1
22Q91A6672,18338,CONSTITUTION OF INDIA,71,0,71,A,0
22Q91A6672,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,30,25,55,B,3
22Q91A6672,183AM,DATA STRUCTURES,28,11,39,F,0
22Q91A6672,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,22,23,45,C,4
22Q91A6672,183BV,OPERATING SYSTEMS,-,-,-,-,0
22Q91A6672,183CD,SOFTWARE ENGINEERING,34,34,68,B+,3
22Q91A6673,183CD,SOFTWARE ENGINEERING,38,24,62,B+,3
22Q91A6673,183BV,OPERATING SYSTEMS,29,32,61,B+,3
22Q91A6673,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,39,27,66,B+,4
22Q91A6673,183AM,DATA STRUCTURES,36,40,76,A,3
22Q91A6673,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,36,41,77,A,3
22Q91A6673,18338,CONSTITUTION OF INDIA,68,0,68,B+,0
22Q91A6673,18332,SOFTWARE ENGINEERING LAB,40,58,98,O,1
22Q91A6673,18327,OPERATING SYSTEMS LAB,33,49,82,A+,1
22Q91A6673,18325,NODE JS REACT JS DJANGO,34,45,79,A,1
22Q91A6673,18319,INTRODUCTION TO DATA STRUCTURES LAB,34,45,79,A,1
22Q91A6674,18319,INTRODUCTION TO DATA STRUCTURES LAB,33,37,70,A,1
22Q91A6674,18325,NODE JS REACT JS DJANGO,28,49,77,A,1
22Q91A6674,18327,OPERATING SYSTEMS LAB,30,48,78,A,1
22Q91A6674,18332,SOFTWARE ENGINEERING LAB,29,41,70,A,1
22Q91A6674,18338,CONSTITUTION OF INDIA,58,0,58,B,0
22Q91A6674,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,31,24,55,B,3
22Q91A6674,183AM,DATA STRUCTURES,24,15,39,F,0
22Q91A6674,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,32,9,41,F,0
22Q91A6674,183BV,OPERATING SYSTEMS,25,22,47,C,3
22Q91A6674,183CD,SOFTWARE ENGINEERING,31,13,44,F,0
22Q91A6675,18319,INTRODUCTION TO DATA STRUCTURES LAB,33,46,79,A,1
22Q91A6675,18325,NODE JS REACT JS DJANGO,27,56,83,A+,1
22Q91A6675,18327,OPERATING SYSTEMS LAB,31,48,79,A,1
22Q91A6675,18332,SOFTWARE ENGINEERING LAB,38,51,89,A+,1
22Q91A6675,18338,CONSTITUTION OF INDIA,68,0,68,B+,0
22Q91A6675,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,27,31,58,B,3
22Q91A6675,183AM,DATA STRUCTURES,29,21,50,B,3
22Q91A6675,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,33,23,56,B,4
22Q91A6675,183BV,OPERATING SYSTEMS,29,29,58,B,3
22Q91A6675,183CD,SOFTWARE ENGINEERING,31,30,61,B+,3
22Q91A6676,18319,INTRODUCTION TO DATA STRUCTURES LAB,32,48,80,A+,1
22Q91A6676,18325,NODE JS REACT JS DJANGO,37,55,92,O,1
22Q91A6676,18327,OPERATING SYSTEMS LAB,30,53,83,A+,1
22Q91A6676,18332,SOFTWARE ENGINEERING LAB,40,60,100,O,1
22Q91A6676,18338,CONSTITUTION OF INDIA,59,0,59,B,0
22Q91A6676,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,37,39,76,A,3
22Q91A6676,183AM,DATA STRUCTURES,35,46,81,A+,3
22Q91A6676,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,37,28,65,B+,4
22Q91A6676,183BV,OPERATING SYSTEMS,37,35,72,A,3
22Q91A6676,183CD,SOFTWARE ENGINEERING,39,21,60,B+,3
22Q91A6677,183CD,SOFTWARE ENGINEERING,37,26,63,B+,3
22Q91A6677,183BV,OPERATING SYSTEMS,37,40,77,A,3
22Q91A6677,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,40,37,77,A,4
22Q91A6677,183AM,DATA STRUCTURES,39,43,82,A+,3
22Q91A6677,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,38,36,74,A,3
22Q91A6677,18338,CONSTITUTION OF INDIA,76,0,76,A,0
22Q91A6677,18332,SOFTWARE ENGINEERING LAB,32,59,91,O,1
22Q91A6677,18327,OPERATING SYSTEMS LAB,33,56,89,A+,1
22Q91A6677,18325,NODE JS REACT JS DJANGO,37,56,93,O,1
22Q91A6677,18319,INTRODUCTION TO DATA STRUCTURES LAB,34,48,82,A+,1
22Q91A6678,18319,INTRODUCTION TO DATA STRUCTURES LAB,34,37,71,A,1
22Q91A6678,18325,NODE JS REACT JS DJANGO,37,54,91,O,1
22Q91A6678,18327,OPERATING SYSTEMS LAB,31,49,80,A+,1
22Q91A6678,18332,SOFTWARE ENGINEERING LAB,35,55,90,O,1
22Q91A6678,18338,CONSTITUTION OF INDIA,58,0,58,B,0
22Q91A6678,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,34,26,60,B+,3
22Q91A6678,183AM,DATA STRUCTURES,36,21,57,B,3
22Q91A6678,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,33,7,40,F,0
22Q91A6678,183BV,OPERATING SYSTEMS,33,21,54,B,3
22Q91A6678,183CD,SOFTWARE ENGINEERING,35,32,67,B+,3
22Q91A6679,183CD,SOFTWARE ENGINEERING,37,35,72,A,3
22Q91A6679,183BV,OPERATING SYSTEMS,36,36,72,A,3
22Q91A6679,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,38,26,64,B+,4
22Q91A6679,183AM,DATA STRUCTURES,36,41,77,A,3
22Q91A6679,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,33,32,65,B+,3
22Q91A6679,18338,CONSTITUTION OF INDIA,67,0,67,B+,0
22Q91A6679,18332,SOFTWARE ENGINEERING LAB,36,57,93,O,1
22Q91A6679,18327,OPERATING SYSTEMS LAB,31,53,84,A+,1
22Q91A6679,18325,NODE JS REACT JS DJANGO,37,41,78,A,1
22Q91A6679,18319,INTRODUCTION TO DATA STRUCTURES LAB,31,37,68,B+,1
22Q91A6680,18319,INTRODUCTION TO DATA STRUCTURES LAB,36,49,85,A+,1
22Q91A6680,18325,NODE JS REACT JS DJANGO,32,56,88,A+,1
22Q91A6680,18327,OPERATING SYSTEMS LAB,33,58,91,O,1
22Q91A6680,18332,SOFTWARE ENGINEERING LAB,40,60,100,O,1
22Q91A6680,18338,CONSTITUTION OF INDIA,72,0,72,A,0
22Q91A6680,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,36,34,70,A,3
22Q91A6680,183AM,DATA STRUCTURES,37,41,78,A,3
22Q91A6680,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,40,31,71,A,4
22Q91A6680,183BV,OPERATING SYSTEMS,36,32,68,B+,3
22Q91A6680,183CD,SOFTWARE ENGINEERING,39,36,75,A,3
22Q91A6681,18319,INTRODUCTION TO DATA STRUCTURES LAB,31,37,68,B+,1
22Q91A6681,18325,NODE JS REACT JS DJANGO,31,52,83,A+,1
22Q91A6681,18327,OPERATING SYSTEMS LAB,30,45,75,A,1
22Q91A6681,18332,SOFTWARE ENGINEERING LAB,31,56,87,A+,1
22Q91A6681,18338,CONSTITUTION OF INDIA,60,0,60,B+,0
22Q91A6681,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,33,21,54,B,3
22Q91A6681,183AM,DATA STRUCTURES,31,12,43,F,0
22Q91A6681,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,37,11,48,F,0
22Q91A6681,183BV,OPERATING SYSTEMS,30,15,45,F,0
22Q91A6681,183CD,SOFTWARE ENGINEERING,34,17,51,F,0
22Q91A6682,18319,INTRODUCTION TO DATA STRUCTURES LAB,34,56,90,O,1
22Q91A6682,18325,NODE JS REACT JS DJANGO,32,51,83,A+,1
22Q91A6682,18327,OPERATING SYSTEMS LAB,33,45,78,A,1
22Q91A6682,18332,SOFTWARE ENGINEERING LAB,32,52,84,A+,1
22Q91A6682,18338,CONSTITUTION OF INDIA,72,0,72,A,0
22Q91A6682,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,32,30,62,B+,3
22Q91A6682,183AM,DATA STRUCTURES,35,34,69,B+,3
22Q91A6682,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,40,23,63,B+,4
22Q91A6682,183BV,OPERATING SYSTEMS,34,27,61,B+,3
22Q91A6682,183CD,SOFTWARE ENGINEERING,35,21,56,B,3
22Q91A6684,183CD,SOFTWARE ENGINEERING,31,38,69,B+,3
22Q91A6684,183BV,OPERATING SYSTEMS,27,23,50,B,3
22Q91A6684,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,34,12,46,F,0
22Q91A6684,183AM,DATA STRUCTURES,29,13,42,F,0
22Q91A6684,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,32,31,63,B+,3
22Q91A6684,18338,CONSTITUTION OF INDIA,57,0,57,B,0
22Q91A6684,18332,SOFTWARE ENGINEERING LAB,31,39,70,A,1
22Q91A6684,18327,OPERATING SYSTEMS LAB,25,34,59,B,1
22Q91A6684,18325,NODE JS REACT JS DJANGO,32,38,70,A,1
22Q91A6684,18319,INTRODUCTION TO DATA STRUCTURES LAB,31,37,68,B+,1
22Q91A6685,18319,INTRODUCTION TO DATA STRUCTURES LAB,31,37,68,B+,1
22Q91A6685,18325,NODE JS REACT JS DJANGO,32,51,83,A+,1
22Q91A6685,18327,OPERATING SYSTEMS LAB,31,52,83,A+,1
22Q91A6685,18332,SOFTWARE ENGINEERING LAB,34,50,84,A+,1
22Q91A6685,18338,CONSTITUTION OF INDIA,70,0,70,A,0
22Q91A6685,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,31,22,53,B,3
22Q91A6685,183AM,DATA STRUCTURES,31,15,46,F,0
22Q91A6685,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,39,21,60,B+,4
22Q91A6685,183BV,OPERATING SYSTEMS,32,32,64,B+,3
22Q91A6685,183CD,SOFTWARE ENGINEERING,34,30,64,B+,3
22Q91A6686,18319,INTRODUCTION TO DATA STRUCTURES LAB,31,37,68,B+,1
22Q91A6686,18325,NODE JS REACT JS DJANGO,32,56,88,A+,1
22Q91A6686,18327,OPERATING SYSTEMS LAB,31,51,82,A+,1
22Q91A6686,18332,SOFTWARE ENGINEERING LAB,30,42,72,A,1
22Q91A6686,18338,CONSTITUTION OF INDIA,50,0,50,B,0
22Q91A6686,183AH,COMPUTER ORGANIZATION AND ARCHITECTURE,33,21,54,B,3
22Q91A6686,183AM,DATA STRUCTURES,29,15,44,F,0
22Q91A6686,183BJ,MATHEMATICAL AND STATISTICAL FOUNDATIONS,39,21,60,B+,4
22Q91A6686,183BV,OPERATING SYSTEMS,29,28,57,B,3
22Q91A6686,183CD,SOFTWARE ENGINEERING,33,35,68,B+,3
22Q91A6687,183CD,SOFTWARE ENGINEERING,32,32,64,B+,3
22Q91A6687,183BV,OPERATING SYSTEMS,26,15,41,F,0
